Attrition,Businesstravel,Dailyrate,Distancefromhome,Education,Educationfield,Employeenumber,Environmentsatisfaction,Gender,Jobinvolvement,Joblevel,Jobrole,Jobsatisfaction,Maritalstatus,Numcompaniesworked,Overtime,Percentsalaryhike,Performancerating,Relationshipsatisfaction,Standardhours,Stockoptionlevel,Trainingtimeslastyear,Worklifebalance,Yearsatcompany,Yearssincelastpromotion,Yearswithcurrmanager,Datebirth,Salary,Remotework
No,Unknown,1888.4,5,2,Unknown,1355,4,F,3,5,Manager,3,Unknown,6,No,13,3.0,2,Full time,0,3,3.0,1,0,0,1981,183030.0,yes
No,Travel_rarely,245.56,9,3,Unknown,1356,1,F,3,1,Laboratory technician,4,Married,4,No,18,3.0,2,Unknown,0,5,3.0,1,0,0,1973,53914.11,yes
Yes,Travel_rarely,492.87,11,2,Medical,1357,1,M,1,2,Healthcare representative,2,Unknown,5,No,15,3.0,1,Part time,0,2,3.0,1,0,0,1986,47770.0,yes
No,Unknown,556.26,3,4,Life sciences,1358,2,F,3,2,Sales executive,4,Unknown,8,Yes,12,3.0,3,Unknown,0,1,3.0,1,0,0,1985,53914.11,no
Yes,Unknown,556.26,15,3,Unknown,1359,1,F,3,2,Laboratory technician,3,Divorced,7,Nan,14,3.0,2,Part time,1,3,3.0,1,0,0,1987,53914.11,yes
No,Travel_rarely,108.54,10,1,Medical,1360,4,F,3,1,Sales representative,2,Married,1,No,22,3.0,2,Unknown,0,5,3.0,1,0,0,1995,10520.0,yes
No,Unknown,1032.49,25,3,Unknown,1361,3,F,2,3,Sales executive,4,Unknown,5,No,13,3.0,3,Part time,1,5,3.0,1,0,0,1980,100071.84,yes
Yes,Travel_rarely,290.04,10,3,Unknown,1362,3,M,2,1,Laboratory technician,1,Single,1,No,13,3.0,1,Part time,0,6,3.0,1,1,0,2002,28111.13,yes
Yes,Travel_rarely,253.91,4,4,Unknown,1363,1,F,3,1,Research scientist,3,Married,9,Nan,12,3.0,3,Part time,3,2,3.0,10,2,7,1972,24610.0,no
No,Unknown,556.26,10,4,Unknown,1364,4,M,2,2,Sales executive,4,Divorced,2,Yes,14,3.0,3,Part time,3,5,3.0,1,0,0,1986,53914.11,no
Yes,Unknown,267.84,1,3,Medical,1365,1,F,2,1,Laboratory technician,2,Divorced,1,No,15,3.0,1,Unknown,2,2,3.0,1,0,0,1995,25960.0,no
Yes,Unknown,487.81,1,4,Unknown,1366,4,F,3,2,Sales executive,3,Single,3,Yes,14,3.0,4,Part time,0,4,3.0,0,0,0,1973,47280.0,yes
No,Unknown,290.04,3,4,Unknown,1367,3,F,2,1,Research scientist,4,Unknown,3,No,17,3.0,4,Part time,3,2,3.0,0,0,0,1989,28111.13,yes
No,Travel_rarely,758.44,2,2,Marketing,1368,4,F,3,3,Sales executive,2,Single,7,No,16,3.0,3,Part time,0,2,3.0,1,0,0,1985,73510.0,yes
No,Unknown,556.26,29,3,Unknown,1369,2,F,1,2,Laboratory technician,4,Unknown,4,Nan,19,3.0,1,Part time,0,3,3.0,1,0,0,1981,53914.11,no
Yes,Unknown,290.04,8,1,Unknown,1370,3,F,3,1,Laboratory technician,3,Single,1,No,12,3.0,4,Part time,0,0,3.0,0,0,0,2005,28111.13,yes
No,Unknown,491.73,12,4,Unknown,1371,2,F,3,1,Laboratory technician,4,Unknown,3,Yes,11,3.0,1,Full time,1,4,3.0,1,0,0,1982,47660.0,no
No,Travel_rarely,232.97,1,4,Medical,1372,4,F,2,1,Laboratory technician,3,Unknown,6,No,12,3.0,2,Part time,1,2,3.0,8,1,7,1988,22580.0,yes
No,Unknown,291.67,2,1,Unknown,1373,3,M,3,1,Sales representative,1,Unknown,1,Nan,12,3.0,3,Full time,3,3,3.0,1,0,0,1991,28270.0,yes
Yes,Unknown,294.36,3,4,Life sciences,1374,3,F,2,1,Research scientist,4,Married,0,Yes,11,3.0,2,Full time,1,5,3.0,0,0,0,2001,28530.0,yes
No,Non-travel,236.27,26,3,Unknown,1375,26,F,1,1,Research scientist,3,Single,2,No,13,3.0,4,Part time,0,3,3.0,0,0,0,1979,22900.0,yes
Yes,Non-travel,217.39,5,2,Life sciences,1376,1,F,2,1,Research scientist,1,Unknown,6,No,17,3.0,1,Part time,1,2,3.0,1,0,0,1982,21070.0,yes
No,Travel_frequently,556.26,2,4,Unknown,1377,2,F,3,2,Sales executive,2,Unknown,5,No,12,3.0,4,Part time,3,2,3.0,0,0,0,1983,53914.11,no
Yes,Unknown,228.02,17,2,Life sciences,1378,4,M,3,1,Laboratory technician,2,Unknown,1,Nan,13,3.0,1,Part time,1,3,3.0,1,0,0,1999,22100.0,yes
No,Travel_frequently,1360.98,26,5,Medical,1379,1,M,3,3,Research director,1,Married,3,Yes,17,3.0,3,Unknown,0,6,3.0,1,0,0,1981,131910.0,no
No,Unknown,1973.98,4,2,Medical,1380,1,F,2,5,Manager,3,Married,2,Nan,13,3.0,3,Full time,1,2,3.0,1,0,0,1974,191324.62,yes
No,Travel_rarely,290.04,2,2,Technical degree,1381,4,F,4,1,Laboratory technician,2,Single,5,Nan,11,3.0,3,Unknown,0,4,3.0,1,0,0,1975,53914.11,yes
No,Travel_rarely,556.26,7,3,Unknown,1382,3,F,3,2,Healthcare representative,4,Unknown,1,Nan,11,3.0,2,Part time,2,2,3.0,6,1,0,1994,53914.11,yes
No,Unknown,1884.48,1,3,Life sciences,1383,4,F,2,5,Research director,4,Single,6,No,12,3.0,3,Unknown,0,3,3.0,1,0,0,1975,182650.0,yes
No,Unknown,290.04,20,3,Technical degree,1384,3,M,4,1,Research scientist,3,Unknown,0,No,17,3.0,4,Part time,0,5,3.0,1,0,0,1989,28111.13,yes
No,Unknown,290.04,25,3,Life sciences,1385,2,M,4,1,Research scientist,4,Single,1,Nan,12,3.0,4,Part time,0,2,3.0,1,0,1,2004,28111.13,yes
No,Unknown,290.04,1,2,Unknown,1386,4,F,3,1,Research scientist,3,Unknown,1,No,22,3.0,4,Part time,1,2,3.0,1,0,1,2000,28111.13,no
Yes,Travel_frequently,115.35,32,1,Unknown,1387,3,F,1,1,Sales representative,4,Single,1,Yes,14,3.0,4,Unknown,0,4,3.0,1,1,0,1998,53914.11,yes
No,Unknown,244.73,34,4,Medical,1388,2,M,4,2,Research scientist,2,Married,6,Yes,16,3.0,4,Part time,0,2,3.0,1,0,0,1981,23720.0,no
No,Travel_frequently,292.81,6,2,Medical,1389,2,M,2,1,Laboratory technician,3,Single,0,Nan,14,3.0,2,Full time,0,6,3.0,7,7,7,1972,28380.0,no
No,Travel_frequently,1863.44,25,3,Medical,1390,2,M,3,5,Manager,2,Unknown,3,Nan,22,3.0,3,Full time,0,4,3.0,0,0,0,1978,180610.0,no
No,Unknown,290.04,11,3,Medical,1391,3,M,4,1,Sales representative,4,Married,8,Nan,14,3.0,2,Part time,1,4,3.0,1,0,0,1996,28111.13,yes
No,Non-travel,166.21,1,3,Unknown,1392,4,M,3,1,Laboratory technician,4,Single,1,Nan,15,3.0,3,Part time,0,5,3.0,0,0,0,2005,16110.0,no
Yes,Travel_frequently,290.04,2,3,Unknown,1393,3,M,2,1,Sales representative,4,Single,7,No,14,3.0,3,Part time,0,3,3.0,1,0,0,1992,28111.13,yes
Yes,Travel_frequently,290.04,1,4,Life sciences,1394,2,M,1,1,Sales representative,3,Single,1,Nan,12,3.0,2,Part time,0,3,3.0,1,0,0,1992,28111.13,no
Yes,Travel_rarely,290.04,8,3,Life sciences,1395,1,M,2,1,Research scientist,2,Unknown,1,Nan,12,3.0,3,Part time,0,3,3.0,1,0,0,1992,28111.13,no
No,Travel_rarely,290.04,11,1,Life sciences,1396,2,F,3,1,Laboratory technician,1,Married,0,Nan,14,3.0,2,Part time,0,3,3.0,5,1,4,1996,28111.13,no
Yes,Unknown,290.04,2,3,Unknown,1397,1,M,2,1,Laboratory technician,1,Single,2,Yes,23,3.0,2,Unknown,0,2,3.0,1,0,0,1984,28111.13,yes
No,Travel_frequently,491.94,1,5,Marketing,1398,1,M,3,2,Sales executive,3,Married,7,Nan,12,3.0,3,Part time,1,4,3.0,1,0,0,1979,47680.0,no
No,Unknown,131.44,25,3,Unknown,1399,25,F,3,1,Research scientist,3,Unknown,1,Nan,13,3.0,2,Part time,2,2,3.0,1,0,0,1993,12740.0,no
No,Travel_rarely,248.03,26,1,Life sciences,1400,4,F,3,1,Sales representative,3,Unknown,1,No,13,3.0,1,Part time,1,3,3.0,1,0,0,1988,24040.0,yes
Yes,Travel_frequently,290.04,9,3,Unknown,1401,2,F,3,1,Laboratory technician,1,Unknown,2,Nan,11,3.0,3,Part time,0,2,3.0,0,0,0,1999,28111.13,no
No,Unknown,209.75,13,2,Unknown,1402,4,M,3,1,Sales representative,2,Married,1,Nan,13,3.0,3,Part time,1,2,3.0,1,0,0,1999,20330.0,yes
Yes,Unknown,264.23,2,2,Medical,1403,3,F,2,1,Laboratory technician,1,Single,7,No,11,3.0,3,Part time,0,2,3.0,0,0,0,1995,25610.0,yes
No,Travel_rarely,161.26,1,3,Life sciences,1404,1,F,2,1,Research scientist,3,Unknown,1,Nan,14,3.0,4,Part time,1,2,3.0,1,0,0,1995,15630.0,no
No,Unknown,659.08,8,5,Unknown,1405,4,F,3,2,Healthcare representative,3,Unknown,2,Nan,17,3.0,1,Unknown,0,6,3.0,0,0,0,1990,53914.11,yes
No,Travel_rarely,864.19,6,3,Unknown,1406,2,M,3,3,Manufacturing director,2,Single,4,Nan,18,3.0,4,Part time,0,3,3.0,2,2,2,1984,83760.0,no
No,Unknown,499.47,2,3,Medical,1407,3,F,2,1,Laboratory technician,2,Married,4,Nan,14,3.0,2,Full time,1,3,3.0,1,0,0,1981,48410.0,yes
No,Travel_rarely,290.04,9,3,Unknown,1408,3,F,4,1,Research scientist,3,Married,6,No,18,3.0,1,Part time,2,2,3.0,1,0,0,1994,28111.13,no
No,Travel_rarely,290.04,1,3,Unknown,1409,4,F,2,1,Laboratory technician,1,Unknown,1,No,19,3.0,2,Part time,0,3,3.0,3,1,2,1988,28111.13,no
Yes,Travel_rarely,213.98,14,3,Unknown,1410,14,M,3,1,Laboratory technician,1,Unknown,1,Nan,12,3.0,4,Unknown,1,2,3.0,1,0,0,1988,53914.11,yes
No,Unknown,306.63,13,4,Medical,1411,13,F,3,1,Research scientist,4,Single,1,Nan,13,3.0,3,Full time,0,4,3.0,1,0,0,1989,29720.0,no
No,Travel_rarely,290.04,3,3,Unknown,1412,1,M,3,1,Research scientist,4,Unknown,1,Nan,21,3.0,1,Part time,0,5,3.0,1,0,0,1997,28111.13,yes
No,Travel_rarely,703.13,1,4,Life sciences,1413,2,M,3,2,Sales executive,3,Single,6,No,13,3.0,1,Full time,0,5,3.0,1,0,0,1987,68150.0,yes
No,Unknown,1973.98,24,3,Marketing,1414,24,F,3,5,Manager,3,Marreid,4,Yes,16,3.0,3,Full time,1,2,3.0,1,0,0,1973,191324.62,no
No,Travel_rarely,1973.98,9,2,Unknown,1415,4,F,2,5,Manager,4,Unknown,8,No,22,3.0,4,Full time,0,2,3.0,1,0,1,1981,191324.62,no
No,Unknown,277.54,7,2,Life sciences,1416,3,F,2,1,Laboratory technician,4,Unknown,1,No,18,3.0,4,Unknown,1,5,3.0,1,0,1,1988,53914.11,no
No,Travel_rarely,1812.47,1,4,Life sciences,1417,4,F,4,4,Manager,1,Unknown,1,Nan,15,3.0,2,Full time,0,5,3.0,26,0,12,1977,175670.0,no
Yes,Travel_frequently,161.88,3,2,Medical,1418,2,M,3,1,Sales representative,4,Single,1,Yes,12,3.0,3,Part time,0,2,3.0,0,0,0,2005,15690.0,yes
No,Unknown,431.99,5,3,Unknown,1419,1,F,2,2,Sales executive,2,Divorced,1,Yes,13,3.0,2,Part time,1,3,3.0,10,0,9,1994,41870.0,yes
No,Unknown,556.26,5,4,Life sciences,1420,1,M,3,2,Sales executive,4,Unknown,1,No,11,3.0,1,Part time,2,2,3.0,10,0,2,1992,53914.11,yes
No,Travel_rarely,1032.49,23,2,Unknown,1421,4,F,3,3,Sales executive,3,Single,3,Nan,16,3.0,4,Part time,0,2,3.0,2,0,2,1982,100071.84,yes
No,Travel_rarely,341.1,4,2,Unknown,1422,4,M,3,1,Laboratory technician,3,Unknown,7,Nan,19,3.0,4,Full time,1,5,3.0,0,0,0,1985,33060.0,yes
Yes,Travel_rarely,143.72,2,4,Life sciences,1423,4,F,3,1,Laboratory technician,2,Single,1,No,12,3.0,1,Part time,0,2,3.0,1,0,0,1991,13930.0,yes
No,Unknown,1122.85,1,4,Unknown,1424,3,F,1,3,Healthcare representative,4,Divorced,3,No,20,3.0,3,Full time,1,2,3.0,1,0,0,1963,108830.0,no
Yes,Unknown,290.04,22,1,Unknown,1425,4,F,1,1,Human resources,3,Married,1,No,11,3.0,3,Unknown,1,2,3.0,1,0,0,1999,53914.11,yes
No,Travel_rarely,556.26,8,2,Life sciences,1426,2,M,3,2,Manufacturing director,1,Unknown,2,Yes,16,3.0,2,Unknown,1,3,3.0,1,0,0,1983,53914.11,yes
No,Travel_rarely,295.29,21,1,Unknown,1427,2,F,3,1,Research scientist,4,Married,1,No,12,3.0,2,Unknown,1,2,3.0,10,0,8,1993,53914.11,yes
No,Non-travel,556.26,2,4,Marketing,1428,3,F,3,2,Sales executive,2,Unknown,7,No,11,3.0,4,Part time,1,3,3.0,1,0,0,1976,53914.11,yes
Yes,Travel_rarely,694.88,1,2,Unknown,1429,1,F,1,2,Sales executive,2,Single,6,Nan,15,3.0,2,Full time,0,2,3.0,0,0,0,1991,67350.0,no
No,Travel_rarely,1006.57,41,3,Life sciences,1430,41,M,1,3,Human resources,3,Marreid,4,Nan,21,3.0,3,Unknown,2,2,3.0,5,0,3,1978,97560.0,yes
No,Unknown,290.04,2,4,Unknown,1431,4,F,4,1,Research scientist,4,Married,0,Yes,14,3.0,1,Part time,3,3,3.0,5,1,2,1989,28111.13,no
Yes,Unknown,1032.49,16,3,Unknown,1432,1,M,3,3,Sales executive,1,Unknown,2,Yes,20,3.0,3,Part time,0,2,3.0,0,0,0,1990,100071.84,yes
Yes,Travel_rarely,1032.49,16,4,Unknown,1433,1,F,3,3,Sales executive,3,Married,2,Nan,13,3.0,1,Unknown,3,2,3.0,1,0,0,1992,53914.11,yes
No,Travel_rarely,290.04,4,3,Technical degree,1434,4,M,2,1,Research scientist,1,Divorced,1,Nan,13,3.0,3,Part time,1,2,3.0,1,0,0,1994,28111.13,yes
No,Unknown,546.21,16,3,Unknown,1435,3,F,4,2,Healthcare representative,3,Married,3,No,16,3.0,3,Part time,1,3,3.0,7,1,7,1993,52940.0,no
No,Travel_rarely,556.26,18,3,Medical,1436,2,F,1,2,Healthcare representative,4,Married,3,Nan,16,3.0,3,Part time,1,2,3.0,1,1,0,1985,53914.11,yes
Yes,Unknown,251.44,17,3,Technical degree,1437,3,F,2,1,Research scientist,3,Unknown,9,Yes,16,3.0,4,Part time,1,4,3.0,1,0,0,1980,24370.0,no
No,Travel_rarely,1973.98,44,3,Unknown,1438,3,F,2,5,Research director,1,Married,8,No,12,3.0,2,Full time,3,2,3.0,1,0,0,1968,191324.62,no
Yes,Unknown,290.04,7,1,Marketing,1439,2,F,3,1,Sales representative,2,Single,1,Nan,13,3.0,2,Unknown,0,3,3.0,1,1,0,2002,53914.11,yes
Yes,Travel_rarely,290.04,45,1,Medical,1440,3,M,3,1,Laboratory technician,1,Unknown,1,Yes,17,3.0,3,Part time,0,6,3.0,1,0,0,2001,28111.13,yes
No,Travel_rarely,420.02,8,2,Other,1441,3,F,3,2,Human resources,2,Divorced,2,No,13,3.0,3,Part time,0,4,3.0,10,4,7,1986,40710.0,yes
No,Travel_rarely,556.26,13,3,Unknown,1442,2,F,4,2,Healthcare representative,1,Married,5,No,18,3.0,3,Part time,2,2,3.0,0,0,0,1981,53914.11,no
No,Unknown,290.04,14,3,Unknown,1443,2,M,3,1,Research scientist,3,Single,1,Nan,16,3.0,3,Unknown,0,4,3.0,0,0,0,2005,53914.11,yes
Yes,Travel_rarely,304.98,18,5,Human resources,1444,4,F,4,1,Human resources,1,Married,0,No,17,3.0,3,Full time,0,4,3.0,1,0,0,1992,29560.0,yes
No,Travel_rarely,556.26,2,4,Unknown,1445,4,M,3,2,Research scientist,2,Unknown,4,Yes,22,3.0,4,Unknown,1,2,3.0,1,0,0,1987,53914.11,yes
No,Travel_frequently,479.56,10,4,Marketing,1446,4,F,3,2,Sales executive,4,Unknown,8,Nan,13,3.0,3,Part time,0,2,3.0,0,0,0,1991,46480.0,yes
No,Unknown,556.26,29,1,Life sciences,1447,4,F,1,2,Healthcare representative,3,Divorced,8,No,17,3.0,4,Part time,2,3,3.0,7,1,6,1994,53914.11,no
No,Travel_rarely,290.04,8,3,Unknown,1448,4,F,3,1,Laboratory technician,3,Unknown,4,No,13,3.0,4,Part time,0,3,3.0,0,0,0,1981,28111.13,yes
No,Travel_rarely,289.3,6,1,Unknown,1449,4,F,2,1,Human resources,2,Married,1,No,11,3.0,4,Part time,0,3,3.0,1,0,0,1994,28040.0,yes
Yes,Unknown,251.64,24,2,Unknown,1450,4,F,2,1,Research scientist,4,Unknown,1,Yes,24,3.0,2,Part time,0,3,3.0,1,1,0,1994,24390.0,no
No,Travel_rarely,294.67,3,3,Medical,1451,2,M,3,1,Sales representative,2,Unknown,1,No,19,3.0,4,Unknown,1,3,3.0,1,0,0,1995,53914.11,yes
Yes,Unknown,290.04,9,3,Unknown,1452,2,F,3,1,Sales representative,4,Unknown,1,Nan,13,3.0,3,Unknown,0,3,3.0,1,0,0,1993,53914.11,no
Yes,Travel_rarely,290.04,7,1,Life sciences,1453,4,F,3,1,Research scientist,2,Single,1,Nan,23,3.0,1,Unknown,0,2,3.0,1,0,0,2001,53914.11,yes
No,Unknown,302.61,1,2,Life sciences,1454,2,M,2,1,Research scientist,3,Unknown,1,Yes,13,3.0,3,Full time,1,3,3.0,1,1,0,1997,29330.0,no
No,Travel_rarely,556.26,1,4,Unknown,1455,2,F,4,2,Healthcare representative,1,Unknown,2,Nan,15,3.0,4,Part time,1,5,3.0,2,2,2,1979,53914.11,yes
Yes,Travel_frequently,112.56,24,3,Technical degree,1456,3,F,4,1,Sales representative,1,Single,1,No,17,3.0,4,Part time,0,3,3.0,1,0,0,1994,10910.0,yes
Yes,Travel_rarely,556.26,13,2,Marketing,1457,4,M,3,2,Sales executive,3,Unknown,3,Yes,11,3.0,4,Part time,0,0,3.0,2,2,2,1995,53914.11,yes
No,Travel_rarely,556.26,11,5,Unknown,1458,4,M,2,2,Sales executive,1,Married,4,Nan,16,3.0,3,Part time,1,3,3.0,0,0,0,1967,53914.11,yes
No,Travel_rarely,531.45,9,2,Unknown,1459,1,F,3,2,Manufacturing director,1,Married,1,No,25,3.0,4,Part time,1,3,3.0,10,7,9,1984,51510.0,yes
No,Unknown,1582.77,21,3,Unknown,1460,4,M,3,4,Manager,4,Unknown,4,Yes,13,3.0,3,Full time,1,2,3.0,1,0,0,1965,153407.07,yes
No,Travel_rarely,556.26,12,4,Marketing,1461,2,F,3,2,Sales executive,4,Divorced,3,Nan,12,3.0,3,Part time,2,4,3.0,0,0,0,1981,53914.11,no
Yes,Unknown,295.39,22,3,Unknown,1462,1,M,2,1,Human resources,2,Married,1,No,12,3.0,1,Full time,0,2,3.0,1,0,0,1996,28630.0,no
No,Travel_rarely,294.87,1,3,Unknown,1463,1,F,2,1,Sales representative,1,Single,4,Nan,14,3.0,1,Unknown,0,3,3.0,1,0,0,1985,53914.11,yes
No,Unknown,556.26,5,4,Life sciences,1464,4,F,2,2,Manufacturing director,4,Unknown,8,No,24,3.0,2,Part time,0,1,3.0,1,0,0,1991,53914.11,yes
No,Unknown,116.48,2,1,Medical,1465,4,M,1,1,Laboratory technician,4,Unknown,1,Nan,11,3.0,3,Part time,3,4,3.0,1,0,0,1992,11290.0,yes
No,Travel_rarely,290.04,2,3,Unknown,1466,3,M,3,1,Human resources,2,Unknown,4,No,14,3.0,3,Part time,0,3,3.0,2,1,2,1998,28111.13,no
No,Unknown,290.04,44,4,Unknown,1467,1,F,3,1,Laboratory technician,4,Married,8,No,19,3.0,3,Part time,2,3,3.0,1,0,0,1983,28111.13,yes
No,Non-travel,2004.79,9,3,Unknown,1468,4,F,3,5,Manager,4,Unknown,2,Nan,13,3.0,3,Full time,0,3,3.0,6,1,3,1984,194310.0,no
Yes,Unknown,290.04,9,3,Unknown,1469,4,F,3,1,Sales representative,1,Married,1,No,19,3.0,1,Unknown,1,3,3.0,1,1,0,2000,53914.11,no
No,Travel_rarely,1032.49,26,4,Life sciences,1470,3,M,3,3,Human resources,4,Single,1,Yes,16,3.0,3,Part time,0,2,3.0,9,1,7,1988,100071.84,no
No,Travel_rarely,238.13,7,2,Technical degree,1471,2,F,3,1,Sales representative,3,Unknown,0,Yes,25,3.0,2,Unknown,1,4,3.0,11,5,7,1989,23080.0,yes
No,Non-travel,221.21,16,3,Medical,1472,3,F,3,1,Research scientist,3,Single,1,No,14,3.0,3,Part time,0,3,3.0,5,1,4,1995,21440.0,no
No,Unknown,554.36,1,3,Life sciences,1473,1,F,3,2,Healthcare representative,1,Married,0,No,12,3.0,1,Part time,1,5,3.0,5,0,2,1994,53730.0,no
Yes,Travel_rarely,1032.49,23,4,Medical,1474,4,M,3,3,Healthcare representative,4,Married,1,Nan,12,3.0,4,Part time,1,3,3.0,40,15,6,1965,100071.84,yes
No,Unknown,1032.49,3,3,Life sciences,1475,1,F,3,3,Sales executive,3,Divorced,0,Nan,12,3.0,3,Part time,2,6,3.0,16,5,13,1985,100071.84,yes
No,Travel_frequently,1032.49,1,1,Unknown,1476,2,M,3,3,Sales executive,4,Married,1,Nan,14,3.0,4,Part time,1,5,3.0,11,4,1,1994,100071.84,yes
No,Travel_rarely,1964.96,1,3,Medical,1477,4,F,3,5,Manager,1,Single,0,Nan,14,3.0,3,Unknown,0,2,3.0,36,4,13,1968,190450.0,yes
No,Unknown,1652.34,2,4,Unknown,1478,4,F,3,4,Manager,2,Unknown,1,Nan,19,3.0,2,Full time,0,2,3.0,22,0,4,1982,160150.0,yes
No,Travel_rarely,991.82,1,3,Unknown,1479,3,F,4,3,Healthcare representative,4,Unknown,0,No,17,3.0,1,Unknown,3,5,3.0,18,3,7,1984,53914.11,yes
No,Unknown,1187.54,15,2,Life sciences,1480,3,F,2,3,Research director,4,Unknown,0,Nan,14,3.0,2,Full time,1,3,3.0,11,2,9,1985,115100.0,yes
No,Unknown,1582.77,12,3,Unknown,1481,1,F,2,4,Research director,2,Unknown,1,No,11,3.0,3,Unknown,1,3,3.0,25,3,9,1980,53914.11,yes
No,Unknown,444.27,7,2,Unknown,1482,2,M,3,2,Manufacturing director,1,Married,1,No,12,3.0,2,Part time,1,5,3.0,13,3,12,1992,43060.0,yes
No,Travel_rarely,1758.71,29,4,Life sciences,1483,2,F,2,4,Manager,3,Married,0,No,15,3.0,2,Full time,1,2,3.0,27,15,7,1973,170460.0,yes
No,Non-travel,290.04,8,1,Life sciences,1484,2,M,2,1,Sales representative,4,Unknown,0,Nan,19,3.0,4,Part time,0,2,3.0,2,2,2,1990,28111.13,no
Yes,Unknown,210.68,2,3,Life sciences,1485,1,F,3,1,Research scientist,1,Married,6,Nan,14,3.0,2,Unknown,1,2,3.0,3,1,2,1997,53914.11,yes
No,Travel_frequently,291.06,3,4,Unknown,1486,3,F,3,1,Research scientist,3,Unknown,3,No,16,3.0,1,Full time,1,2,3.0,2,2,2,1985,28210.0,no
No,Unknown,1973.98,1,4,Medical,1487,4,F,3,5,Research director,4,Unknown,9,No,17,3.0,4,Unknown,2,0,3.0,2,2,2,1977,191324.62,yes
No,Unknown,213.57,25,1,Unknown,1488,4,M,2,1,Research scientist,2,Single,1,Yes,11,3.0,3,Part time,0,6,3.0,2,2,2,2002,20700.0,yes
No,Travel_frequently,287.96,20,3,Unknown,1489,3,F,4,1,Sales representative,4,Married,0,No,12,3.0,1,Part time,1,4,3.0,2,2,2,1992,27910.0,no
No,Unknown,556.26,11,2,Marketing,1490,4,F,3,2,Sales executive,4,Divorced,1,Nan,11,3.0,4,Part time,1,3,3.0,5,0,2,1988,53914.11,yes
No,Unknown,556.26,2,2,Unknown,1491,4,F,3,2,Manufacturing director,3,Single,2,No,11,3.0,4,Part time,0,3,3.0,3,0,2,1989,53914.11,yes
Yes,Unknown,848.51,9,4,Unknown,1492,1,M,3,2,Sales executive,1,Single,0,Nan,17,3.0,1,Full time,0,3,3.0,5,0,3,1990,82240.0,yes
Yes,Unknown,269.29,15,3,Medical,1493,3,F,3,1,Laboratory technician,3,Unknown,1,No,12,3.0,3,Part time,1,5,3.0,2,2,2,1992,26100.0,no
No,Travel_rarely,591.29,25,2,Unknown,1494,3,M,2,2,Healthcare representative,4,Unknown,7,No,13,3.0,3,Full time,2,2,3.0,6,1,3,1986,57310.0,no
No,Travel_rarely,261.96,6,3,Unknown,1495,4,F,2,1,Research scientist,3,Married,1,No,13,3.0,3,Unknown,1,0,3.0,4,2,2,1996,53914.11,no
No,Travel_frequently,245.14,4,4,Other,1496,4,F,2,1,Laboratory technician,4,Married,1,Nan,13,3.0,2,Part time,1,2,3.0,2,2,2,1988,23760.0,yes
No,Unknown,1973.98,4,4,Unknown,1497,4,M,3,5,Manager,1,Divorced,4,No,13,3.0,4,Full time,1,2,3.0,5,4,2,1967,191324.62,no
No,Unknown,290.04,7,3,Medical,1498,1,M,3,1,Research scientist,3,Unknown,4,Yes,19,3.0,3,Part time,1,2,3.0,3,0,2,1978,28111.13,yes
No,Travel_rarely,365.13,2,3,Life sciences,1499,2,F,3,1,Human resources,4,Unknown,0,No,13,3.0,2,Full time,0,5,3.0,9,1,8,1980,35390.0,yes
No,Travel_rarely,564.16,29,4,Marketing,1500,1,M,2,2,Sales executive,4,Unknown,1,Nan,14,3.0,1,Full time,2,3,3.0,12,5,7,1992,54680.0,yes
Yes,Unknown,599.75,27,3,Unknown,1501,3,F,3,2,Sales executive,4,Unknown,1,Nan,18,3.0,4,Full time,0,2,3.0,10,7,7,1988,58130.0,yes
No,Non-travel,556.26,2,2,Medical,1502,2,F,3,2,Manufacturing director,4,Divorced,2,No,14,3.0,3,Part time,1,6,3.0,7,1,7,1988,53914.11,no
No,Unknown,997.39,47,3,Medical,1503,47,M,3,3,Manufacturing director,3,Single,9,No,14,3.0,2,Part time,0,3,3.0,7,0,2,1993,96670.0,no
Yes,Travel_rarely,556.26,21,2,Medical,1504,4,M,3,2,Healthcare representative,2,Married,4,No,22,3.0,4,Part time,1,2,3.0,9,3,7,1977,53914.11,no
No,Non-travel,531.76,48,4,Unknown,1505,48,M,3,2,Sales executive,3,Marreid,4,Nan,22,3.0,2,Unknown,2,3,3.0,8,5,7,1978,53914.11,yes
No,Travel_frequently,585.52,2,4,Life sciences,1506,1,F,3,2,Sales executive,4,Married,1,Nan,20,3.0,3,Unknown,1,5,3.0,7,7,7,1980,53914.11,no
Yes,Unknown,754.62,10,3,Life sciences,1507,3,M,3,3,Sales executive,2,Unknown,5,Nan,21,3.0,3,Part time,3,2,3.0,8,0,7,1977,73140.0,no
No,Travel_rarely,1582.77,1,4,Unknown,1508,1,F,3,4,Manager,1,Unknown,2,Nan,11,3.0,1,Full time,1,3,3.0,19,11,16,1983,153407.07,yes
No,Travel_rarely,556.26,2,2,Unknown,1509,1,M,4,2,Sales executive,3,Single,0,No,14,3.0,2,Part time,0,5,3.0,8,0,7,1996,53914.11,yes
No,Unknown,1032.49,6,3,Medical,1510,3,F,3,3,Research director,1,Married,9,No,13,3.0,2,Unknown,1,3,3.0,13,5,7,1981,100071.84,no
No,Travel_frequently,290.04,6,3,Other,1511,3,F,4,1,Laboratory technician,4,Married,0,No,18,3.0,1,Part time,1,3,3.0,7,7,7,1997,28111.13,yes
